day,time,close,open,high,low,volume
2006.05.25,0:00,209.35,211.03,211.08,209.03,20613
2006.05.26,0:00,209.18,209.34,209.76,208.54,21312
2006.05.29,0:00,209.12,209.27,209.32,208.68,9536
2006.05.30,0:00,211.26,209.09,211.38,208.85,22192
2006.05.31,0:00,210.57,211.25,211.44,209.67,21544
2006.06.01,0:00,210.23,210.56,210.84,209.81,21233
2006.06.02,0:00,210.17,210.24,210.74,209.77,19216
2006.06.05,0:00,210.1,210.27,210.86,209.54,17561
2006.06.06,0:00,210.76,210.11,211.16,209.87,19755
2006.06.07,0:00,210.58,210.77,210.97,210.36,17959
2006.06.08,0:00,210.41,210.59,211.08,210.15,21899
2006.06.09,0:00,209.78,210.42,210.61,209.59,18699
2006.06.12,0:00,210.69,209.91,210.89,209.8,17079
2006.06.13,0:00,211.51,210.7,212.06,210.48,21568
2006.06.14,0:00,211.96,211.49,212.41,211.06,19546
2006.06.15,0:00,212.2,211.95,212.77,211.64,18943
2006.06.16,0:00,212.91,212.19,213.22,212.08,17788
2006.06.19,0:00,212.74,213.32,213.7,211.92,17006
2006.06.20,0:00,211.72,212.71,212.71,211.26,17833
2006.06.21,0:00,211.97,211.7,212.16,211.21,16423
2006.06.22,0:00,212.23,211.89,212.59,211.39,18233
2006.06.23,0:00,211.94,212.22,212.44,210.87,19522
2006.06.26,0:00,211.97,211.79,212.1,211.35,16147
2006.06.27,0:00,211.77,211.94,212.33,211.39,18609
2006.06.28,0:00,211.75,211.78,212.02,211.11,16626
2006.06.29,0:00,210.52,211.77,211.9,209.9,18508
2006.06.30,0:00,211.56,210.51,211.76,209.82,20808
2006.07.03,0:00,211.24,211.17,211.86,210.75,17708
2006.07.04,0:00,211.92,211.23,211.95,210.96,13831
2006.07.05,0:00,212.25,211.94,212.48,211.48,20821
2006.07.06,0:00,211.47,212.24,212.32,211.16,17821
2006.07.07,0:00,210.92,211.43,211.77,210.7,17258
2006.07.10,0:00,210.36,210.65,210.91,209.52,17369
2006.07.11,0:00,210.9,210.37,210.94,210.01,15892
2006.07.12,0:00,211.87,210.89,212.05,210.65,17215
2006.07.13,0:00,212.73,211.83,212.74,211.35,13718
2006.07.14,0:00,213.56,212.76,213.69,212.61,10216
2006.07.17,0:00,213.15,213.82,213.84,212.72,8030
2006.07.18,0:00,214.2,213.14,214.67,212.57,11425
2006.07.19,0:00,215.24,214.24,215.38,213.85,10396
2006.07.20,0:00,216.32,215.21,216.55,214.95,8313
2006.07.21,0:00,215.94,216.33,216.41,214.91,7329
2006.07.24,0:00,215.96,215.93,216.34,215.6,6209
2006.07.25,0:00,215.63,215.95,216.19,215.44,10257
2006.07.26,0:00,215.6,215.58,216.19,214.65,9330
2006.07.27,0:00,215,215.59,215.8,214.93,8884
2006.07.28,0:00,213.8,214.97,215.25,213.67,9548
2006.07.31,0:00,214.12,213.57,214.36,212.93,11291
2006.08.01,0:00,214.92,214.14,215.25,213.54,10385
2006.08.02,0:00,215.14,214.93,215.36,214.33,8755
2006.08.03,0:00,217.04,215.15,217.4,214.91,9780
2006.08.04,0:00,218.3,217.06,218.52,216.9,10103
2006.08.07,0:00,219.51,217.78,219.74,217.74,8230
2006.08.08,0:00,219.91,219.49,219.94,218.93,9872
2006.08.09,0:00,219.67,219.92,220.12,219.13,9879
2006.08.10,0:00,218.19,219.62,219.9,218,12023
2006.08.11,0:00,219.82,218.23,220.28,218.05,10227
2006.08.14,0:00,220.29,219.88,220.52,219.79,12600
2006.08.15,0:00,219.9,220.25,220.54,219.63,14463
2006.08.16,0:00,219.54,219.92,220.25,219.23,8225
2006.08.17,0:00,218.59,219.55,219.69,218.39,10196
2006.08.18,0:00,217.81,218.6,218.86,217.43,9337
2006.08.21,0:00,219.4,217.76,219.81,217.72,7812
2006.08.22,0:00,219.97,219.39,220.32,219.23,10416
2006.08.23,0:00,220.39,220,220.77,219.48,8496
2006.08.24,0:00,219.83,220.37,220.5,219.72,10070
2006.08.25,0:00,221.33,219.86,221.61,219.67,11936
2006.08.28,0:00,221.82,221.34,222.33,221.16,9079
2006.08.29,0:00,221.44,221.8,222.09,220.92,13299
2006.08.30,0:00,223.07,221.41,223.21,221.3,10594
2006.08.31,0:00,223.56,222.98,223.82,222.76,11293
2006.09.01,0:00,223.2,223.55,223.58,222.28,9151
2006.09.04,0:00,221.34,222.99,223.08,220.69,9580
2006.09.05,0:00,219.86,221.33,221.41,219.31,11629
2006.09.06,0:00,219.8,219.84,220.64,219.19,14050
2006.09.07,0:00,218.37,219.72,220.33,217.58,15933
2006.09.08,0:00,218,218.38,218.48,217.32,11864
2006.09.11,0:00,219.51,218.08,219.51,217.59,14408
2006.09.12,0:00,221.07,219.5,221.2,219.22,14914
2006.09.13,0:00,220.73,221.11,221.13,220.15,10729
2006.09.14,0:00,221.83,220.65,222.09,220.3,14428
2006.09.15,0:00,221.04,221.84,222.07,220.21,15297
2006.09.18,0:00,221.77,220.55,222.23,220.52,15047
2006.09.19,0:00,221.63,221.74,222.2,220.8,15722
2006.09.20,0:00,221.81,221.6,221.98,220.17,13751
2006.09.21,0:00,221.33,221.73,221.98,221.08,15752
2006.09.22,0:00,221.48,221.32,221.91,220.88,12705
2006.09.25,0:00,221.5,221.32,222.06,221.04,10781
2006.09.26,0:00,221.81,221.48,222.21,220.49,12491
2006.09.27,0:00,221.94,221.77,222.03,221.04,12431
2006.09.28,0:00,221.11,221.92,222.15,220.67,11717
2006.09.29,0:00,221.13,221.12,221.19,219.9,14545
2006.10.02,0:00,221.94,221.42,222.09,220.62,14488
2006.10.03,0:00,222.61,221.96,222.71,221.61,11116
2006.10.04,0:00,222.39,222.6,222.93,221.78,13505
2006.10.05,0:00,221.16,222.37,222.46,220.43,12664
2006.10.06,0:00,222.6,221.19,222.67,221.06,14353
2006.10.09,0:00,222.37,222.33,223.13,221.97,8782
2006.10.10,0:00,221.97,222.36,222.59,221.57,14345
2006.10.11,0:00,221.97,221.95,222.15,221.48,12600
2006.10.12,0:00,221.81,221.9,222.36,221.63,12457
2006.10.13,0:00,222.1,221.86,222.37,221.61,12805
2006.10.16,0:00,221.57,222.03,222.19,221.38,12156
2006.10.17,0:00,222.16,221.58,222.57,221.2,14988
2006.10.18,0:00,222.08,222.12,222.57,221.49,15052
2006.10.19,0:00,221.85,222.07,222.29,221.33,14497
2006.10.20,0:00,223.5,221.83,223.76,221.78,11998
2006.10.23,0:00,223.57,223.52,223.65,222.99,10814
2006.10.24,0:00,223.5,223.55,223.79,223.15,10699
2006.10.25,0:00,223.58,223.48,223.77,223.24,12690
2006.10.26,0:00,223.79,223.59,224.07,223.3,12514
2006.10.27,0:00,223,223.78,224.34,222.54,14109
2006.10.30,0:00,223.32,222.86,223.5,222.43,11435
2006.10.31,0:00,223.08,223.31,224.01,222.55,15075
2006.11.01,0:00,223.39,223.01,223.54,222.71,12889
2006.11.02,0:00,223.55,223.4,223.73,222.63,13404
2006.11.03,0:00,224.27,223.53,224.52,223.17,12034
2006.11.06,0:00,224.48,224.39,224.65,224.01,9148
2006.11.07,0:00,224.28,224.42,224.6,223.98,13318
2006.11.08,0:00,224.49,224.25,224.56,223.93,12662
2006.11.09,0:00,224.63,224.44,225.25,224.34,14786
2006.11.10,0:00,224.67,224.65,225.03,224.22,15043
2006.11.13,0:00,224.61,224.63,224.76,224.21,12969
2006.11.14,0:00,222.89,224.62,224.69,222.6,16186
2006.11.15,0:00,222.89,222.93,223.43,222.48,13569
2006.11.16,0:00,223.21,222.78,223.42,222.51,13352
2006.11.17,0:00,223.06,223.19,223.36,222.71,12444
2006.11.20,0:00,223.97,223.23,224.18,223.13,8903
2006.11.21,0:00,223.89,223.98,224.26,223.68,9495
2006.11.22,0:00,223.46,223.9,223.98,223,14296
2006.11.23,0:00,222.77,223.45,223.56,222.34,8953
2006.11.24,0:00,223.65,222.75,223.92,222.57,13485
2006.11.27,0:00,224.95,223.76,224.98,223.76,14168
2006.11.28,0:00,226.64,224.94,226.75,224.73,17166
2006.11.29,0:00,226.57,226.68,227.15,225.71,16222
2006.11.30,0:00,227.63,226.55,227.8,226.17,15793
2006.12.01,0:00,228.57,227.67,229.03,227.11,17680
2006.12.04,0:00,228.36,228.37,228.98,228.02,14249
2006.12.05,0:00,226.66,228.38,228.56,226.3,15420
2006.12.06,0:00,226.61,226.67,226.84,225.7,14247
2006.12.07,0:00,226.22,226.59,226.76,225.85,13328
2006.12.08,0:00,227.21,226.26,227.78,225.92,16308
2006.12.11,0:00,229.05,227.26,229.05,226.95,15839
2006.12.12,0:00,230.21,229.02,230.31,228.74,18210
2006.12.13,0:00,231.22,230.2,231.3,229.9,16123
2006.12.14,0:00,230.94,231.15,231.39,230.66,17406
2006.12.15,0:00,230.38,230.93,231.77,229.36,19742
2006.12.18,0:00,230.08,230.39,230.87,229.39,13191
2006.12.19,0:00,232.57,230.06,232.61,229.67,17719
2006.12.20,0:00,232.71,232.63,233.22,232.38,15730
2006.12.21,0:00,232.07,232.61,232.98,231.53,14664
2006.12.22,0:00,232.7,232.05,232.96,231.83,13876
2006.12.25,0:00,232.52,232.36,234.51,232.36,561
2006.12.26,0:00,232.74,232.59,233.09,232.49,5856
2006.12.27,0:00,232.52,232.76,232.94,231.53,10274
2006.12.28,0:00,233.44,232.5,233.64,232.08,13702
2006.12.29,0:00,233,233.4,233.86,232.91,11657
2007.01.02,0:00,234.54,233.25,234.57,233.13,10129
2007.01.03,0:00,232.94,234.5,234.82,232.64,14146
2007.01.04,0:00,231.23,232.87,233.12,231.16,14121
2007.01.05,0:00,229.01,231.24,231.31,228.57,16388
2007.01.08,0:00,230.14,229.16,230.21,228.05,11507
2007.01.09,0:00,231.53,230.15,231.88,230.11,12560
2007.01.10,0:00,231.12,231.51,231.74,230.7,13451
2007.01.11,0:00,234.35,231.13,234.83,230.83,17461
2007.01.12,0:00,235.69,234.29,235.9,233.87,15548
2007.01.15,0:00,236.56,235.77,236.98,234.96,10288
2007.01.16,0:00,236.64,236.52,237.25,236.3,13387
2007.01.17,0:00,237.68,236.62,237.89,236.55,11165
2007.01.18,0:00,239.27,237.7,239.99,237.41,16746
2007.01.19,0:00,239.21,239.31,239.8,238.97,11935
2007.01.22,0:00,240.39,239.27,240.6,239.21,9586
2007.01.23,0:00,240.97,240.38,241.47,240.26,13374
2007.01.24,0:00,238.66,240.96,241.36,237.47,17338
2007.01.25,0:00,238.09,238.59,238.67,236.33,18088
2007.01.26,0:00,238.18,238.18,239.16,237.53,15765
2007.01.29,0:00,238.72,238.17,239.15,238.06,10646
2007.01.30,0:00,238.7,238.69,240.02,238.28,13351
2007.01.31,0:00,237.17,238.66,238.89,236.35,17370
2007.02.01,0:00,237.57,237.15,237.78,236.54,16478
2007.02.02,0:00,238.04,237.56,238.78,237.28,13579
2007.02.05,0:00,235.86,238.05,238.14,235.45,12527
2007.02.06,0:00,236.66,235.87,237.28,235.35,12749
2007.02.07,0:00,237.81,236.7,237.99,236.39,11474
2007.02.08,0:00,237.07,237.8,238.86,236.92,14310
2007.02.09,0:00,237.28,237.08,237.84,236.21,13012
2007.02.12,0:00,237.42,238.23,238.49,236.63,10590
2007.02.13,0:00,235.85,237.4,237.46,235.4,12943
2007.02.14,0:00,237.09,235.87,237.21,235.63,15303
2007.02.15,0:00,232.67,236.98,237.07,232.48,18419
2007.02.16,0:00,232.7,232.6,233.46,232.13,13754
2007.02.19,0:00,233.29,233.08,233.81,232.09,9014
2007.02.20,0:00,234.63,233.27,235.12,233.23,12027
2007.02.21,0:00,236.29,234.62,236.42,233.78,16681
2007.02.22,0:00,237.8,236.2,237.98,235.69,13318
2007.02.23,0:00,237.61,237.83,238.16,237.36,14270
2007.02.26,0:00,236.86,237.73,237.83,236.26,11488
2007.02.27,0:00,231.38,236.88,237.04,230.64,17315
2007.02.28,0:00,232.82,231.37,232.98,230.94,19666
2007.03.01,0:00,230.31,232.75,233.49,229.42,19845
2007.03.02,0:00,227.07,230.32,230.56,226.53,17952
2007.03.05,0:00,221.78,226.76,226.78,221.18,24006
2007.03.06,0:00,225.19,221.81,225.41,221.08,18237
2007.03.07,0:00,224.31,225.2,226.2,223.85,14828
2007.03.08,0:00,225.92,224.3,226.83,222.83,17508
2007.03.09,0:00,228.4,225.85,228.72,225.85,14159
2007.03.12,0:00,227.36,228.97,229.66,225.81,14778
2007.03.13,0:00,224.27,227.34,227.43,223.74,17135
2007.03.14,0:00,226.42,224.03,226.81,222.62,20184
2007.03.15,0:00,227.57,226.43,228.02,226.21,20961
2007.03.16,0:00,226.69,227.48,227.71,226.37,23209
2007.03.18,0:00,225.67,226,226.01,225.62,322
2007.03.19,0:00,228.85,225.68,229.1,225.38,21860
2007.03.20,0:00,230.01,228.83,230.75,228.08,20970
2007.03.21,0:00,231.3,230.03,231.52,229.87,13498
2007.03.22,0:00,231.92,231.29,232.21,230.64,15787
2007.03.23,0:00,231.67,231.91,232.34,230.44,15433
2007.03.25,0:00,231.56,231.31,231.65,231.28,118
2007.03.26,0:00,232.6,231.59,232.73,230.83,15082
2007.03.27,0:00,231.55,232.59,232.98,231.42,14779
2007.03.28,0:00,229.23,231.57,231.89,228.78,18881
2007.03.29,0:00,231.61,229.22,231.73,229.07,15337
2007.03.30,0:00,231.81,231.59,231.98,230.52,19575
2007.04.01,0:00,231.39,231.37,231.61,231.33,142
2007.04.02,0:00,233.05,231.38,233.08,231.22,13951
2007.04.03,0:00,234.82,233.06,235.08,232.84,13300
2007.04.04,0:00,234.47,234.72,234.89,234.05,12647
2007.04.05,0:00,233.9,234.44,234.79,233.5,11842
2007.04.06,0:00,234.33,233.93,234.59,233.78,5559
2007.04.08,0:00,234.38,234.32,234.38,234.26,27
2007.04.09,0:00,234.16,234.37,234.51,233.72,6103
2007.04.10,0:00,234.85,234.17,235.34,233.64,9641
2007.04.11,0:00,235.73,234.86,236.27,234.58,10164
2007.04.12,0:00,235.81,235.71,236.08,235.15,9928
2007.04.13,0:00,236.84,235.8,236.95,234.74,11216
2007.04.15,0:00,237,237.05,237.16,236.95,142
2007.04.16,0:00,238.2,237.01,238.55,236.37,13175
2007.04.17,0:00,238.6,238.21,239.41,237.14,14615
2007.04.18,0:00,238.36,238.59,238.93,236.75,14915
2007.04.19,0:00,237.32,238.31,238.32,235.2,17316
2007.04.20,0:00,237.6,237.33,238.3,236.88,12708
2007.04.22,0:00,238.06,237.69,238.14,237.69,119
2007.04.23,0:00,237.38,238.07,238.31,236.25,11941
2007.04.24,0:00,237.36,237.37,237.98,235.94,13652
2007.04.25,0:00,237.62,237.35,237.96,236.87,12179
2007.04.26,0:00,238.06,237.61,238.72,237.23,15267
2007.04.27,0:00,238.95,238.05,239.38,237.29,14926
2007.04.29,0:00,238.17,238.27,238.36,237.96,424
2007.04.30,0:00,238.95,238.18,239.01,237.77,12623
2007.05.01,0:00,239.53,238.93,239.73,238.53,12183
2007.05.02,0:00,239.05,239.54,239.56,238.47,14314
2007.05.03,0:00,239.25,239.06,239.51,238.89,13581
2007.05.04,0:00,239.37,239.22,239.59,238.74,13388
2007.05.06,0:00,239.42,239.35,239.47,239.28,98
2007.05.07,0:00,239.31,239.41,239.59,239.11,9572
2007.05.08,0:00,238.75,239.3,239.41,238.17,12581
2007.05.09,0:00,239.38,238.74,239.5,238.03,14694
2007.05.10,0:00,237.38,239.37,239.74,237.12,18266
2007.05.11,0:00,238.12,237.35,238.42,236.4,16984
2007.05.13,0:00,238.39,238.39,238.4,238.33,105
2007.05.14,0:00,238.17,238.4,238.67,237.89,12759
2007.05.15,0:00,238.81,238.19,239,237.72,16250
2007.05.16,0:00,238.84,238.83,239.37,238.55,14803
2007.05.17,0:00,239.52,238.85,239.6,238.6,13391
2007.05.18,0:00,239.15,239.53,239.86,237.81,15411
2007.05.20,0:00,239.17,238.95,239.2,238.92,130
2007.05.21,0:00,239.44,239.15,239.58,239.01,12560
2007.05.22,0:00,240.01,239.43,240.18,239.08,11462
2007.05.23,0:00,241.68,240.03,241.85,239.9,15293
2007.05.24,0:00,240.9,241.66,241.66,240.71,15199
2007.05.25,0:00,241.52,240.89,241.78,239.67,15241
2007.05.27,0:00,241.45,241.5,241.54,241.44,82
2007.05.28,0:00,241.41,241.46,241.64,241.17,4337
2007.05.29,0:00,241.01,241.39,241.53,240.5,16064
2007.05.30,0:00,240.36,241.02,241.11,239.74,16033
2007.05.31,0:00,240.97,240.33,241.17,239.89,14706
2007.06.01,0:00,241.98,240.94,242.04,240.84,13041
2007.06.03,0:00,241.92,241.95,241.98,241.9,77
2007.06.04,0:00,242.47,241.93,242.63,241.64,13279
2007.06.05,0:00,241.98,242.46,242.97,241.52,15245
2007.06.06,0:00,241.24,241.97,242.24,240.91,15935
2007.06.07,0:00,239.27,241.23,242.11,238.87,19237
2007.06.08,0:00,239.78,239.28,240.11,237.64,21044
2007.06.10,0:00,239.78,239.87,239.88,239.76,56
2007.06.11,0:00,239.67,239.76,239.96,238.93,11428
2007.06.12,0:00,240.24,239.65,240.83,239.53,13057
2007.06.13,0:00,242.11,240.26,242.19,239.72,17151
2007.06.14,0:00,242.05,242.1,242.35,241.68,12626
2007.06.15,0:00,243.91,242.04,244.34,241.99,12294
2007.06.17,0:00,243.95,243.86,243.96,243.84,69
2007.06.18,0:00,245.27,243.93,245.5,243.87,12551
2007.06.19,0:00,245.3,245.26,245.51,245.04,12780
2007.06.20,0:00,246.25,245.32,246.6,244.7,13562
2007.06.21,0:00,246.51,246.17,246.53,245.85,12422
2007.06.22,0:00,247.67,246.49,247.92,246.37,12981
2007.06.24,0:00,247.36,247.46,247.6,247.32,83
2007.06.25,0:00,247.02,247.34,247.78,246.46,12506
2007.06.26,0:00,246.35,247.03,247.16,245.22,15318
2007.06.27,0:00,245.57,246.34,246.36,243.98,17550
2007.06.28,0:00,246.69,245.56,246.75,245.33,16844
2007.06.29,0:00,247.38,246.68,247.79,246.45,17243
2007.07.01,0:00,247.3,247.11,247.36,247.04,108
2007.07.02,0:00,246.9,247.28,247.59,246.02,16068
2007.07.03,0:00,246.85,246.88,247.6,246.22,13901
2007.07.04,0:00,247.39,246.84,247.39,246.56,9774
2007.07.05,0:00,247.29,247.38,247.59,246.58,14520
2007.07.06,0:00,247.99,247.28,248.18,247.01,13596
2007.07.08,0:00,248.2,248.15,248.33,248.15,82
2007.07.09,0:00,248.68,248.22,248.76,248.12,10868
2007.07.10,0:00,246.86,248.69,248.74,246.83,19094
2007.07.11,0:00,248.91,246.85,248.94,245.06,25411
2007.07.12,0:00,248.53,248.9,248.9,247.68,18931
2007.07.13,0:00,248,248.52,248.91,247.95,16477
2007.07.15,0:00,247.95,248.06,248.15,247.86,161
2007.07.16,0:00,248.17,247.93,248.63,247.6,12556
2007.07.17,0:00,250.37,248.18,250.45,248,15503
2007.07.18,0:00,250.32,250.39,250.5,249.59,20973
2007.07.19,0:00,249.96,250.33,250.42,249.7,15762
2007.07.20,0:00,249.33,249.95,251.08,248.6,18442
2007.07.22,0:00,250.03,250.44,250.84,249.91,581
2007.07.23,0:00,249.35,250,250.17,248.54,17509
2007.07.24,0:00,248.01,249.36,249.45,247.26,23342
2007.07.25,0:00,247.45,248.03,248.07,246.26,25572
2007.07.26,0:00,243.15,247.46,247.73,242.8,30389
2007.07.27,0:00,240.1,243.16,244.36,239.73,37713
2007.07.29,0:00,239.67,239.54,239.85,239.37,211
2007.07.30,0:00,241.03,239.65,241.41,238.28,27721
2007.07.31,0:00,240.9,241.02,242.91,240.54,26785
2007.08.01,0:00,241.75,240.91,241.83,237.6,33500
2007.08.02,0:00,242.84,241.74,243.11,240.14,24658
2007.08.03,0:00,240.89,242.85,242.93,240.65,22638
2007.08.05,0:00,239.73,240.02,240.09,239.73,424
2007.08.06,0:00,241.47,239.75,241.81,238.9,26920
2007.08.07,0:00,240.17,241.44,241.64,238.56,22978
2007.08.08,0:00,243.87,240.19,244.06,239.83,25001
2007.08.09,0:00,239.07,243.8,244.05,239,29253
2007.08.10,0:00,239.51,239.09,240.49,236.28,34918
2007.08.12,0:00,239.02,239.29,239.41,238.93,166
2007.08.13,0:00,237.97,238.96,239.68,236.45,24562
2007.08.14,0:00,234.76,237.94,238.07,234.75,27860
2007.08.15,0:00,231.89,234.74,234.88,231.67,30954
2007.08.16,0:00,225.79,231.9,231.91,221.47,45179
2007.08.17,0:00,226.52,225.81,228.96,219.29,46993
2007.08.19,0:00,226.19,226.42,226.65,225.98,265
2007.08.20,0:00,228.31,226.17,229.55,224.85,29393
2007.08.21,0:00,226.74,228.32,229.08,225.33,27626
2007.08.22,0:00,229.8,226.75,229.85,225.7,23228
2007.08.23,0:00,233,229.78,234.88,229.7,29193
2007.08.24,0:00,234.48,233.01,234.57,230.82,27632
2007.08.26,0:00,234.42,234.39,234.54,234.23,206
2007.08.27,0:00,233.09,234.41,235.5,233.07,17073
2007.08.28,0:00,228.73,233.11,233.11,228.42,25894
2007.08.29,0:00,234.35,228.71,234.5,227.38,31699
2007.08.30,0:00,233.05,234.34,234.52,231.18,28164
2007.08.31,0:00,233.5,233.08,235.48,232.71,27298
2007.09.02,0:00,233.43,233.52,233.6,233.35,65
2007.09.03,0:00,234.02,233.42,234.54,233.03,12229
2007.09.04,0:00,234.16,234.03,234.41,231.92,21590
2007.09.05,0:00,232.81,234.15,234.82,231.88,26457
2007.09.06,0:00,233.48,232.8,233.95,231.9,26213
2007.09.07,0:00,229.96,233.47,234.16,229.13,25231
2007.09.09,0:00,229.27,229.03,229.57,229,294
2007.09.10,0:00,230.54,229.26,231.48,228.25,25482
2007.09.11,0:00,232.3,230.55,232.36,229.57,23450
2007.09.12,0:00,231.8,232.29,232.51,231.03,22502
2007.09.13,0:00,233.05,231.79,234.77,231.42,22598
2007.09.14,0:00,231.56,233.06,233.3,230.17,28934
2007.09.16,0:00,231.07,231.22,231.31,230.99,198
2007.09.17,0:00,229.59,231.06,231.65,228.8,20692
2007.09.18,0:00,233.66,229.6,234.24,228.2,24453
2007.09.19,0:00,232.26,233.65,233.85,231.1,24622
2007.09.20,0:00,230.31,232.25,232.26,229.46,25506
2007.09.21,0:00,233.33,230.29,233.67,230.13,21400
2007.09.23,0:00,233.22,233.05,233.22,232.95,38
2007.09.24,0:00,232.27,233.24,233.55,231.72,16381
2007.09.25,0:00,231.66,232.26,232.38,229.72,24513
2007.09.26,0:00,232.91,231.68,233.25,231.22,22715
2007.09.27,0:00,234.42,232.9,234.49,232.44,23367
2007.09.28,0:00,234.98,234.39,235.24,232.36,27429
2007.09.30,0:00,234.77,234.81,234.97,234.72,129
2007.10.01,0:00,236.48,234.74,237.07,234.69,23621
2007.10.02,0:00,236.3,236.49,236.78,234.93,21808
2007.10.03,0:00,237.22,236.31,237.84,235.88,21820
2007.10.04,0:00,237.39,237.18,237.84,236.14,19833
2007.10.05,0:00,238.9,237.4,238.99,236.68,19591
2007.10.07,0:00,238.87,238.79,238.93,238.76,114
2007.10.08,0:00,239.02,238.88,239.71,238.57,13401
2007.10.09,0:00,238.65,239.03,239.35,236.97,19346
2007.10.10,0:00,239.44,238.66,240.35,238.47,20463
2007.10.11,0:00,238.24,239.43,239.88,237.75,25361
2007.10.12,0:00,239.42,238.26,239.46,237.39,21696
2007.10.14,0:00,239.2,239.22,239.3,239.04,195
2007.10.15,0:00,239.79,239.22,240.66,238.88,19723
2007.10.16,0:00,237.63,239.78,239.99,236.62,25426
2007.10.17,0:00,238.01,237.61,238.79,235.85,27910
2007.10.18,0:00,236.36,238.02,238.08,236.14,25376
2007.10.19,0:00,234.93,236.35,236.98,234.79,26130
2007.10.21,0:00,234.44,234.43,234.7,234.25,275
2007.10.22,0:00,232.87,234.45,234.45,230.3,34363
2007.10.23,0:00,235.4,232.85,235.81,232.34,27049
2007.10.24,0:00,234.18,235.39,235.71,232.81,29435
2007.10.25,0:00,234.17,234.17,235.12,233.02,24263
2007.10.26,0:00,234.28,234.16,235.37,233.62,21292
2007.10.28,0:00,234.27,234.57,234.57,234.22,157
2007.10.29,0:00,236.48,234.25,236.76,234.18,17783
2007.10.30,0:00,237.07,236.49,237.7,235.24,19911
2007.10.31,0:00,239.78,237.1,240.18,236.97,24607
2007.11.01,0:00,237.96,239.79,241.35,237.9,27385
2007.11.02,0:00,239.88,237.91,240.29,237.62,29492
2007.11.04,0:00,239.74,239.56,239.76,239.42,250
